review,sentiment
Thank you for your encouragement! I hope you have a wonderful week as well.,positive
Hi! I think the relaxation breathing techniques on here really helped when I had the urge to binge. I also distracted myself until those feelings passed which I think really helped. And it went really well!,positive
hey! sorry I've been MIA- I've been really sick with the flu and before that had recruitment all day long. I feel like my eating has been doing well- no binging at all but at times I feel like I am not eating enough and am losing weight just because I'm so busy.,mixed
Hi Alina- so sorry I've not been able to reply. I've been at a competition. I'm heading home tomorrow and then will be able to answer your questions and talk more. I'm typing on an iPad-- will definitely message you within the next 48 hours when I'm home. Thanks!!,none
yeah I think that I need to do them when I'm feeling like binging or even before meals. It wouldn't hurt to just set alarms for the week leading up to my period to try these breathing exercises,none
I think that incorporating anti-stress activities into my daily life will really help. I really liked the breathing exercise,positive
Hi! I want to have a career working with athletes- I would even love to open my own high performance center combining technology and exercise science.,positive
I want to work in the field because I want to help people become the best person they can be. I would say that this value is part of my motivation for developing more balanced habits because how could I be teaching them how to live a balanced healthy life if I dont live one myself.,positive
"I started OA last night for the first time and it was amazing. I was with a group of people who REALLY understood me. I also have been going to counseling once a week which I think is helping. Lastly, I have started meditating some so I think these are all benefiting me and are what I contribute to me not binging recently. I hope I can keep it up but last week on Wednesday was the worse binging I have had in awhile and I told myself that was enough and I had to stop, hopefully this time I can stop for good.",mixed
"Thanks Alina, I am trying to learn how to not allow food to rule my life because I revolve EVERYTHING around food, when I will eat, where, with who, I obsess about it and it really sucks. Its affected so many relationships with my family and friends and I am excited to be getting a grip on things
Thanks for keeping in touch, Jess",mixed
"I like to exercise but i tend to obsess over it. Like on days I don't feel good or am lazy I still make myself just because I feel extremely guilty if I don't which is hard to deal with. However, when I am exercising for fun and not trying to make up for over eating I really enjoy it. It helps a lot with my stress and anxiety.",mixed
"Hey Alina. Sorry I haven?t got back to you. My computer hasn't been working and to be honest I have been extremely disappointed with myself. I have been over eating and purging again and for awhile I thought I was getting better. I started going to meditation classes and meeting with a UVM councilor but with all the stress of school starting and such I completely lost it. I've felt pretty hopeless and been very down on myself these past couple of days but I am ready to get back on track. 
I think it will help me to leave this page open in my browser at all times that way I can see it immediately when I open my computer.",negative
"I called and it would not go through, it said i did not have a scheduled apt. I called right at 11 too. 
Also, I use enimas (laxatives) on occasion BUT it is because since I have been bulimic on and off for so long now I have messed up my digestive track according to my doc and now can not go to the bathroom (#2) on my own typically without an enima or laxitive. I am trying diff foods and such to help this but my doctor said I may need to go to physical therapy to rebuild my muscles in my butt.",negative
"Lets set the phone call up for 11 tomorrow my time so 8 your time. Also, yes I attend Weight Watchers every week. It gives me another group who gets the weight struggle and I find the meetings very helpful. Also, they are big on meal planning and not over eating which has been greatly helpful to me. I find on weeks I miss a meeting I am more likely to overeat, something about being a part of a group and having someone else see my weight pushes me to watch to eat healthy and make good choice for my body because I know when I binge and purge I still for whatever reason seem to put on weight whereas if I eat healthy and workout I tend to lose and feel better.
-Jess",none
"I am trying to not only try new foods but try old things that I typically eat in a new way. For example, I have chicken for dinner often but I ALWAYS cook it exactly the same way. I went on Pinterest and found many different ways to cook it and tried a new one the other day and it was SO GOOD!",positive
"I like the exercise and I can see how it would be helpful IF i can actually do what I say. I can make all these plans and see all these changes that could happen but it is another thing entirely to put them into action and follow through with them. However, I am going to try",positive
"My OA group is my best bet. I have tried talking to family and friends and I always end up frustrated because they just don't fully comprehend or understand my way of acting and thinking around food. However, OA is a group of ppl who all suffer from OverEating and they truly get it. They are by far my best and favorite support group!",positive
"Thanks Alina, it was nice to put a voice to who it is I am messaging with. I think this program is only going to help me and that I will overcome this addiction to food
-Jess",positive
"Hi Neha! Thanks for the check up. I had to check up on a lot of school work. Family meal time was weird. There was active verbal pressure from my aunts and mother to ""eat more"" at dinner, even though they insisted on how careful they were to eat moderately. My mother and aunt made comments through out the day that ""they like my body where it was"" or ""do your best to maintain it."" But the one time I did have a binge did involve drinking, where my boyfriend and I had dinner together at my house, went out for drinks, and then got a 4th meal at in n out. I think the 4th meal was sort of a substitute for a date activity because everything else late at night was closed.... And we weren't able to go out earlier in the day over the spring break week because of family or work obligations.",mixed
"I suppose it's not super important what my family thinks, but I do really respect their opinions. It might be a different territory when it comes to my body image.",none
I'm staying with them over the week,none
"Hi Neha! I think I had 2 binge episodes in the 7 days. One, I had unfortunately drank too much the night before on a nearly empty stomach (timing of a friends flight and us only getting small amounts of bar food).... So I ended up vomitting for the first time since a year ago. The following breakfast I made myself a lot of food to compensate and ate past feeling full (though being nauseous I wasn't sure when full was).",none
"Two, I got a cold so I made myself a large pot of rice porridge with Argula on top and some leftover diced spam from the ""binge"" breakfast earlier in the week. I ate past feeling full but I didn't feel guilty though. I think because I was feeling weak and sick...",none
"It felt easier to eat a little bit ""out of order"" and then by the time I portioned out my meal, I ate the whole thing despite my ""full"" feeling halfway because I had thought the next meal wouldn't come soon",none
"Hey Neha! I did eat afterward but I had a balanced dinner that my friends picked up for me prior to the bar. Otherwise, even today, I had a sangria and set my intention to myself and to my friends that I would be satisfied with 1.5 slices. Compared to before, I think planning ahead and involving others in my eating plan helps me avoid binges under the influence!",positive
"Otherwise, I have really felt control of my eating and understand the feeling of content.",positive
"Overall, since my binging has decreased, and eating hasn't been my only pleasure outside of school to engage in, I am connecting with others in meaningful ways and feeling in more control of my body",positive
"Outside of HBI: I love meditating (specifically: breathe 7 count, hold 7 count, breathe out 7 count). I do before PE class on the mat, while I pray at church, and I'm sure sometime during lectures to re focus my attention. Additionally, I actively practice to be grateful and focus on the positive vibes in my life.",positive
Hopefully this technique would work with my family. But I don't drink often with them,positive
"Otherwise, I felt progress to not over eat at family time, despite with the pressures to eat and outside comments on my body image. But the comments and photos from my spring break made me hyper self conscious about my body (""I felt fat"") during the break and a few days after. However, once I got back to school and had to focus on getting work done, got back to taekwondo, I kind of stopped worry and felt more confident again.",positive
"Katie, No questions about the eating myths, however, is there going to be any nutrition help and meal planning help in upcoming sessions? I still am struggling to make better choices even though I am better controlling my bingeing.",mixed
Hello Katie. I apologize for the few days of silence. We took a last min. trip without computers and little cell service (it was wonderful). I am back to reality and my computer and will continue the program as before.,mixed
Hi Katie! I'm back from out of town (my parents house where there is little internet service). Flooding is crazy right now. Luckily the lake my parents are at didn't fare too badly. I hope you are able to stay high and dry! Happy New Years a little early.,mixed
I have fallen behind! I do not like the having to say 4xs a day that I do not like what I look like. I am about to start the self-esteem training which I am sure will not be fun either. Hopefully I will not have to be reminded often that I still feel bad about how I look. I am going into final projects/presentations/papers for the next 1.5 weeks. Should be an interesting time!,negative
"The self-esteem training made me feel sad because I couldn't come up with more than three areas that are positive. I know I should be able to have more, I just don't.",negative
"I really don't know where to start on that since I have never really been good at it. I guess planning my meals at least a day in advance. Also, not knowing where you are based I was planning on calling at 3 pm central time.",negative
Thank you Katie! I have been desperately writing finals. I am so sorry that I have not been as active on here as I know I should be. My last paper is due Tuesday! When finished I will have written about 60 pages. Then a needed break and into qualifying exam in early January! I will try to better track and do the sessions in my writing breaks!,negative
"I think what's not stressing me out would be a shorter answer, lol. I juggle a lot between having two young kids, a husband that seems to have no interest in valuing cleanliness and has a hectic schedule in his own right, dedicating myself to the PhD program and assistantship, and trying to subsist on half the salary we used to. Even when I do get time to myself I stress about the best way to relax knowing I have a million things going. Meditation is fruitless for now since I can never calm my mind. My husband and I have talked about joining the y right down the road from us since it is so close and convenient, but have yet to do it. Food just seems to be my comfort.",negative
"Hi Katie, I'm in the middle of quals right now. I have until the 19th to finish my writing. Things just seem to go from stressful to stressful. Can't wait to finish them!",negative
"Katie, I am seeking a PhD in Educational Leadership and Policy Analysis, PK-12 concentration. Not yet 100% set on my dissertation topic, however, I am possibly leaning towards the development of female superintendents.",none
"Hi Katie, Happy Thanksgiving to you as well. I have not tried seltzer yet but I will pick it up next time I go to the store. The break the chain activities are ok. I like thinking about everything quite deliberately.",positive
"Hi Kristen, food like juice, sweets that I really like but I'll refrain myself to take. Thanks!
Also since I just went back on birth control pill, i normally would gain a few pounds when I'm on the pills, so I'm very worried",negative
"Hi Kristen, I'm Yao. Yeah I had 2 binges but I didn't take any diet pills...well I do take CLA and Waterex from GNC. thanks",none
"I like the idea of planning my meals, but I am at home for break right now and my sleep/daily schedule is very irregular, so so far I haven't really stuck to my planning. I can't exactly remember which meals I restricted, but on Saturday I kinda skipped lunch",negative
"Hi Neha, I'm back at school and I've been snacking/bingeing on chocolate a lot. I injured my knee so I haven't been exercising as regularly and I think I eat more poorly when I don't exercise. I also think it has to do with stress a little",negative
"Hi Neha,

Again the past couple of days I've been sleeping in and then having a very full-scheduled day, so my eating has not been regular and I haven't stuck with my plan. I think my planning will work better when I'm in school with a more regular schedule.",negative
"Hi, sorry its the middle of finals season so Ive been locked in the library studying for days and haven't had any time to log on. But I know its important to not put self-care on the back burner! I could do Friday at noon PST if that works for you?",negative
"Hi! I'm so sorry the website kept saying my login info was wrong so I just reset my password. Yeah, its been crazy but I'm now done with my first week of classes and getting back into the swing of things.",negative
"The work is challenging; my school is known for being difficult. However, it stems more from my own scheduling most likely. I like staying busy, and that sometimes translates into overworking myself. Sophomore year I went through a difficult time, probably was depressed, and it severely shook my confidence levels. I had to re-evaluate who I was as a person if I could no longer define myself as I used to. I think that is still reflected now in my academic career. I know I am smart enough, and that I can work hard enough, but I think I am afraid of what will happen if I'm wrong. What if I don't get in to grad school? Then what? I think I sometimes let these fears get in the way of my studies, and of caring.",mixed
"This commitment gives me a bit of anxiety, weighing myself has been a way to see if I am being successful or failing at doing better. It can be discouraging if I am having a good day but the scale says something else.",negative
"I have been trying to get more sleep. I keep trying to go to bed early, but end up laying awake for a few hours. I think I am going to try altering my caffeine intake to see if that will affect my sleep performance.",negative
"Hey Michelle, Wednesday will be the best. Unfortunately, I did binge yesterday, I just wasn't able to update my tracking yet. I do know that I tend to binge more when I am stressed, up late, or upset. Yesterday I was working on homework/studying from about 3 PM to 7 AM, and just got emotionally worn out. I know good days are when I feel more in control and confident, but I also know that bingeing when I am upset isn't a healthy way to deal with my emotions.",negative
"I think that aiming for small improvements and small commitments may be good. It isn't realistic for me to go out and run six miles tonight. However, it is realistic for me to go for a thirty minute jog (~mile, mile and a half with the warm up). Timely would be a goal of devoting 30 minutes three times a week, and actionable is like avoiding regular soda.",none
"Hey Michelle, I know that stress causes me to binge so it is important to identify sources of stress in my life. If I can recognize that an event is causing stress or potentially will cause stress, I can better address how to manage those stress levels. This way I don't go free range in the kitchen. In the mean time, I can change what food I am eating on a binge, so even if it happens, it happens in a more healthy way. For instance, instead of eating a whole package of wafer cookies, I can eat broccoli or carrots.",positive
"Hey Michelle, 

I apologize, I didn't realize how long it had been since I had replied. For a while my phone was broken, and I forgot that I could access this without the app. 

Since we last spoke I think I have actually been doing relatively okay. I had taken a small break from doing healthy alternatives, and had slipped a bit. 

However, in the last few weeks I have started making an effort to stay hydrated. Last week I think I did a much better job of getting a proper amount of sleep, and besides tonight, I am trying to do that more consistently. 

Yesterday, I went for a run for the first time in a few months. Granted I know these are all baby steps, but as long as I can start following through with them at a more consistent rate, I think that I will be on a good track. Hope you are having a good day! 

Kirsten",positive
"Not sure about the binge eating. I don't know if you call it binge eating or just over-eating at meals. Sometimes I only eat what I need, sometimes I skip meals (even though I try to stay consistent...mostly) but when I sit down to eat instead of eating part of my 14 oz ribeye, I'll eat every bit of it because it tastes so good. It's the taste of food I love and just want to eat it all. I also eat fast and need to slow down.",mixed
"I used to have all my meals planned either a day or two in advance. I would also cook on the weekends to get food weighed up and portioned out for lunches, dinners, etc. I was eating every 3 hours and trying to cut out fats, sugars, salts. I did pretty great on this but to maintain was very hard. I got comfortable in my skin again and just blew it.",negative
"Things not going very well with husband right now. I'm sorry but until it's resolved I'll probably be sporadic at best. I'm traveling back and forth right now and trying to also maintain the home, pets and work. Maybe I can do this another time when they bugs have gotten back to routine.",negative
"No, don't really have a reason I didn't overeat at that meal. I can't think of anything. Maybe I didn't like the food I was eating as much so I didn't overeat? I can't remember what I had.",none
I can but husband is in hospital and why I haven't been on here or tracking. We have about 3 more days in that I know of so far.,none
"I wouldn't mind having a phone call, but it would have to be at a certain time because of my finals. I would be very interested in talking about it though.",mixed
"I'm sorry I haven't checked in for quite a while. I had finals and then started winter break. I didn't realize how stressed I would be during this period of time and how badly my depression and anxiety would have been. I am planning to start checking in from now on since school is starting soon and I have realized I need a bit of structure in my life and this is helping me regain control of my body and my life style choices. I will set time out for myself to complete this process and I thank you for not giving up on me, even though I had on myself.",negative
"tracking my emotions more has helped.....sometimes i binge for the enjoyment othertimes its for comfort or to fill a void (not completely sure what though). Depending on the food it makes me super happy. I now have a hard time eating or wanting to eat meat lately. i pretty much stick to chicken/ turkey, fish, and met alernatives....feels like my body is turning me into a vegetarian. doesnt like pork and beef as much, though i will still eat bacon.",negative
"Yes, I try to check my email everyday so I can see the reminders, difficult but trying.",negative
"mindfulness does help, sometimes i feel like its a weird way of meditating it can be a bit overwhelming not so much about everything else but to focus so much on my body and its responses...is that weird?",negative
"Stress, certain times when I am depressed or can't sleep",negative
"binging when ive been up doen (2 months ago) when i have alot on my mind sometime i literally feel like my crap which i know sometimes make me think i look like crap (effort put in is minimal depending on my depression related or unrelated). I decided to come back because, even though i dont do the program perfectly, it makes me more aware of myself--even more so in a different way, kind of like a little reminder to check in on myself becuase i ooften forget.",negative
not sure if i picked up on any particular thinking or changes since i have been doing it more often....so not sure how to answer that,none
"when im stressed out food gives me some calm, some enjoy the moment, the flavors, etc...somewhat of a foodie",none
Just downloaded the app. Figured I'd give it a try. Not sure if I do have a problem or just my situation but happy to help research.,none
to revious smessage I think faith should be more than self esteem because without fIth in God we are and have nothing,none
"I really like the techniques for calming down the observe and the sleep on I like best. 
I just finished school last week so that stress is gone.",positive
It's nice to see the messages you left me.,positive
hello my name is sam i am seeing a therapist and it is working. but my sleeping and eating habits are bad.,mixed
i drink lots of weekends to get buzzed/drunk,negative
I'm back stared my last semester of college and trying to eat better but when I eat bad I start to eat way less or not at all,negative
i still went to bed late but when i did those things i went to bed faster,none
I love the program it is helping me understand that I should only eat tell I fell full. Also it helps me to fell that some foods are bad to have all the time but ok every once or twice. I also don't fell alone.,positive
"On Saturday I finally accepted that my previous training plan (HIIT, running, biking) was not working for me. Often times, high intensity workouts left my body in a greater state of physiological stress. I noticed that I still coupled exercise with obtaining a certain image (physical and identity). Over the past two years, I've gotten better at taking rest days but then on some days struggled to really move at all. I truly like all forms of exercise, but my current goal is to table high intensity workouts for a bit, though I'm not sure how long. I guess I'll figure that out later. My goal is to be honest with myself with why I would push myself to exercise. My goal is to move my body in ways to allow me to ""be"" in my body and celebrate it, rather than move it in efforts to exert control or change my body. This look like light runs without trying to reach a weekly mileage, lots of yoga, long walks, casual bike rides, and light weightlifting when I feel like it. 

I've always wanted to be a first-thing-in-the-morning exerciser. I might start taking walks in the morning to set myself up for a calm day. I prefer to exercise in the afternoon and not at all in the late evening, as it keeps me up at night. 

Today I biked to meet up with a dear friend for a really great yoga class, and will take a walk to run some errands and listen to podcasts later today.",mixed
"Thanks Michelle! I forgot to add in my ""about me"" that I have a past of disordered eating. I struggled with anorexia 2010-2012 and then I began binging. Just thought that you should know! Happy New Year!",mixed
"When does exercise not feeling healthy? When I'm forcing myself to do it when I'm exhausted. During these times, I tell myself I'll feel more energized or more disciplined or better about my body.",negative
"It's 9:10pm now and I didn't go on my walk. I don't think I'll go tonight, but I feel guilty about not going.",negative
"I think recognizing that sexual dissatisfaction was creating a void was a critical first step. Based on your recommendation, I just told a friend too.",none
"HI Michelle! Thanks for being my coach. I'm really looking forward to this program. 
Is there a way for me to access old journal posts for the Techniques?",positive
"Hi Erika madam, 
I have been neglecting lantern messages. I really respect and dedication for your work. I am really grateful for you.",negative
i will not be able to get on for a couple days due to a family member passing i will be back on when i am able to,negative
I am trying to change the way I see myself and not look at the negative. Every time I start to get a negative thought about myself I am quoting the scripture I am beautifully and wonderfully made. That has helped a lot. I am trying to change my thinking.,mixed
My husband was not actually angry. I assumed because I did not make dinner that he would be. I felt like a no good wife and mother in that situation. My husband being very supportive was not angry and in fact very understanding. It was my negative thoughts that started the spiral.,mixed
"The reasoning behind it definitely made since but it was very difficult to do. When I look in the mirror I see the negative first before anything positive. Same as looking at a photo of myself, I see all the negatives. It is something I am trying to work on and this exercise will hopefully help.",mixed
I find that I can open up to my husband for help. However I have trouble reaching out to other people. I think because with my mom dieting was always so big for her. It was her whole life. I no longer ask her for help because she had good intentions but she always turned into about her and she would eventually take whatever diet I was on and see who could loose the most weight. I do not have a whole lot of close friends that I can go to for support. So really the only person I feel comfortable opening myself up to is my husband.,mixed
I believe that the media influences the way I see myself a lot! I get down out about the way I look because it does not add up to the media's views.,negative
"Hey Jackie. With the diet pills, I thought for that question it ment in my lifetime. I think it was my first time using latern. So I haven't used those in a couple years. The binging is correct but I am learning to follow the steps lantern has provided and slow down and listen to my body while eating. That really helps. For exercise I only did one time but my friend plans on walking with me 2 to 3 times this week so I have a plan in motion.",none
Thank you so much Jackie for all your support through this process.,positive
"Thank you Jackie for all your encouragement, your help, and your feedback.",positive
I think it would be a great fit! Planning ahead will ensure that I eat more regularly and that I feel better about what I eat. I'll give it a try!,positive
"Hi Anna! It's been a busy few days, so I think I skipped a couple of sessions. But it's good to be back! I really liked the breathing exercise I did today (just counting to five as I breathe normally). I felt more relaxed almost immediately. I also noticed (yippee!!) that I've started pausing to check on how I'm feeling before I eat without even thinking about it. It's becoming natural! So that's something I really appreciate about this program. I've really liked the Breaking the Chain activity here on Lantern. I'm hoping that one will also become natural. Is that going to come up again in the course of the program? I hope you're having a good week! -China",mixed
"Hi Anna, I'm sorry I've been out of contact. There was a busy week, and then another, and then a lazy day or two. I started to do a session. And then it was the mirror one and I didn't have a mirror nearby. But I'm back!
So to go back through your messages, I'm thinking about your question about how clothing affects how I'm feeling about my body. I think that's totally society affecting the way I think. Things will look differently on me. And that's okay. But really I should stop wearing the tight pants that are so popular, and wear things that make me feel literally more comfortable. Again, I'm sorry I've been gone. But I really am back.",mixed
"Hi Anna! I think that when I get stressed out about things (like tests, yay!) I'll definitely use that. It also might help me to do that before I go to sleep so my brain doesn't cycle around and around as I try to fall asleep. I wonder if it would help to do that when I'm feeling particularly low in terms of body image, but I'm not sure I'm at the point where I'd be able to catch that feeling and work with it. 
As for how my perception of my body has changed, I'm not totally sure what's going on, because today I'm back into the ehh, I don't look so good. I mean, I'm not thinking to myself, oh I'm fat. Which is sorta nice. But I am thinking, I'm not super impressed with how I look. I think it's just up and down still. Also, I think a lot of it has to do with the weather right now (as it's beautiful this week!) One thing I've been doing every time I can remember is say ""you're curvy, you're beautiful"" to myself. Maybe that's working. 
I'm sorry this is super long! That's just all my jumbled, crazy, stressed out thoughts right now. 
-China",mixed
"Hi Anna, I really liked that activity. I just hope that I can remember it in the moment. It's be a crazy week so I haven't used the program in a couple days, but I'm glad things are calming down. Thanks for checking on me!",mixed
"Hi Anna! 
I was able to try the mirror-mirror exercise. It was difficult to keep all the thoughts positive, so I started to do it systematically. I gave each body part (or as many as I could think of) a compliment and I worked my way up. Some things were challenging, and I couldn't always come up with unique compliments, and there were a couple parts that I just couldn't. (I'm working on compliments for those.) But that felt good! I tried it again last night when I was laying in bed?kind of a conversation with my body. 
As for the conversations I've been having with people, it's nice to be able to air those feelings so openly. We tell each other when we're having bad days and when we're having good ones. I think it's nice to have people to go to about these feelings. But it was also nice to be around people who were trying so hard to be positive about their bodies. It seems like so many people have such negative things to say about their bodies. And the media doesn't help! I'm so sick of seeing weight loss help every time I open Pinterest. Anyway, I feel like being around that positivity will help me to be positive more consistently. 
As I'm finishing up the unit about body image, the program asked me to let you know what I'll continue. I really like the body check-ins. I think I'll keep doing those, either online or in my head throughout the day. Thanks for everything!
-China",positive
"Thank you so much for talking with me today, Anna! I'm feeling really hopeful (and good!) about this program. -China",positive
Hi Anna! I didn't realize that HBI would do all this for me. I would be interested in talking--I really appreciate it. Let me know when you're available. I think you already have my number? Thank you so so much!! -China,positive
"I'm ok without the phone call but thank you! Also I feel like meal planning is definitely going to help me; the worst part is the prepping. I can sit here and describe everything I'm going to make, but making it all is one of my least favorite activities. I try to prep for the week on Sundays. I'm hoping lantern is the kick in the butt I need to follow through my planning each week.",mixed
"I used to use laxatives when I was younger as an alternative to vomiting. Now I find myself using fat burners for the same purpose, to compensate for over eating or eating unhealthy. I have a supplement diet I started a few weeks ago, but sometimes I find myself abusing the pills in that way and would love to get my eating under control so I don't have the urge to compensate for bad behavior.",mixed
I think I can commit my time I'm just kind of nervous and scared if this is goi f help or if I'm ready to get help. I'm giving it a try but it's just really hard and I'm kind of in a right patch I guess,mixed
Hi Ellen my father has just passed away and I'm not sure I can continue the program,negative
I actually am super sick right now and have no voice,negative
"Hi Sarah, the tracking isn't helping anymore. I'm keeping to 3 meals and 2 snacks a day but not because of the tracker. I'm going to work on relaxing this weekend and not worry about food",mixed
"Hi sarah! I've noticed as I said in the tracking that every time I feel in control my body image improves, but the moment I'm not, my body image isn't good. I also realized that I have control issues whenever I sit down to watch a series on netflix. If I'm watching something, then I have the urge to eat",mixed
"I start thinking about food when I'm watching nerflix, even when I'm not watching something about food. I don't know why. The good thing is that, even though I have eaten more and felt out of control, it hasn't been as bad as it used to be. I mean that I haven't binged hard like begore, just maybe an extra portion",mixed
"Hi Sarah, I think that my trigger is also nerves. All through the weekend I've been working on a talk I need to give tomorrow and I ended up binging tonight. Still it wasn't as bad as before I started tracking my meals, so that is something at least.",mixed
"Hi Sarah, I've tried the mindfulness exercises but they don't help me. I've also lost interest in the program because it isn't really tailored to the user. It's more of a general thing. For example, I don't have an issue with forbidden foods. For me it's the quantity and I had to go through more than three days of something that was irrelevant to me. I'm going to keep tracking and trying, though",negative
"Hi Sarah! Not so much. Once I got used to tracking I ended up falling for binge eating more often. I don't do it as often as before I started, but it's not as effective as in the beginning.",negative
Hi Sarah! I usually have a meal the size of a large plate at a restaurant. I feel that I should cut it in half,none
"Hi Sarah, I think I'm alright for the weekend. I want to test how this new way of eating every few hours works with social functions and how I can handle it without over eating. Thanks",positive
Thank you for being here and helping!!,positive
"Hi Sarah! I felt good. I'm looking to reduce portion size a little, because it is more than normal people should eat.",positive
"Oh I thought I had put at least 1's. I'm not really sure. I just haven't really felt any difference or really learned much, but I'm hoping maybe I will later on in the program.",mixed
"Well I think my self esteem depends on people I interact with or what activities I'm doing that day or how well or poorly I did in certain aspects of my life(sports, school, etc). Im confused on how often I'm supposed to do the techniques on the techniques page. I do them when they come up in each daily session but I'm not doing them besides that since I don't know when/how often they're supposed to be done",negative
"I'm not a huge fan of them. I've tried it in the past, and I've found breathing just makes me annoyed more than I find it helpful",negative
Not really. I'm not sure what else there is besides breathing techniques,negative
"Hi Emily. I've tried yoga and haven't been much a fan, I've thought about writing in a journal but I never really feel like doing so. Piano/playing music probably helps me relax more than other things, but sometimes that really doesn't help at all. Is the body image exercise just the body image tracking?",negative
"Hi Emily, I just had my spring break but I had a lot of rowing so it wasn't much of a break. I was wondering would I be able to stop participating in this program/how would I go about doing so? I'm not finding it very helpful and I would like to stop please",negative
I'm not sure what you mean by consulting with them. These foods are definitely known triggers for it that my doctor has confirmed if that's what you mean,negative
"I don't think I want to eat them. I don't eat gluten or dairy partly because they are found in a lot of u healthy foods(pastries, ice cream, bread etc.) so if I avoid gluten and dairy I avoid those foods. But also gluten and dairy just make me feel sick if I eat more than a mouthful of either one and I also avoid them because they are known to be triggers for ulcerative colitis. So I partly don't eat them because the foods they are in are often unhealthy, but I also don't eat them often for medical reasons. So I don't want to purposefully consume these foods if I don't have to",negative
Most unhealthy foods that I come into contact with have gluten or dairy in them. So since I shouldn't be eating them anyway it provides a convenient excuse to avoid most of them when possible by saying I can't eat them for medical reasons.,negative
"I am planning on going out to eat tonight. I haven't exercised a lot this week so that has been bugging me but I have been busy with school. As for the challenges... Its hard for me to pin point trigger foods, but I have been trying to let go more.",mixed
"I have always tried to ignore the media as I know they are photo shopped, however I compare myself to others my age or on social media, and that is where my disappoint in my body compared to theirs stems from.",mixed
so was today just introducing me to meal planning and tracking?,none
It was great to speak with you today as well! It was nice to know there is a person behind the screen :) Thank you for all of your help! I will try and get a plan for tomorrow,positive
I am feeling better about my body which is reinforcing me to keep making the choices I have been to keep seeing progress,positive
"I didn't mind it, I just got a little out of breath actually hahaha! I have used that technique before to try and fall asleep but lately I've been using the sleep talk down rain version and I've been falling asleep quick, getting a good nights sleep",positive
"Oh my gosh, I must have not clicked the button to zero it. I have not vomited! Thank you for your concern, but no I have not, I just didn't click the button right haha!
However, I really like the tracking. I used Weight Watchers in high school so I miss tracking",positive
"Nothing was challenging about Friday! It was good. As for exercise, I think I will set a goal for next week. My days are filled this week :/",positive
"Sorry, this sounds rude haha- I just want to make sure I didn't miss anything",positive
"I'm glad you brought this up. I forget that people portray themselves at their best. Honestly, I just want to try and disconnect from the media sometimes! Maybe I'll try to stay off my phone more :)",positive
"Dear Neha, I am doing alright. I hope you are too. My apologies for a delayed response. I have just been caught up with final semester madness. I really appreciate your concern and look forward to working with you! I will start attending the sessions and will get back to you about any concerns, difficulties I encounter! =)",mixed
"Neha, thanks so much for your response. 
As regards your question, I am in a habit of exercising so when I don't exercise, I feel uneasy. I work out for various reasons. Weight control is one of them. I like to stay fit and work on my stamina. Its also stress relieving for me and I enjoy my time at the gym. 
I feel alright if I go at least 5 days a week. However, if I have been binging, I don't go at all. Because I feel there is no point. Best, Rida.",mixed
"Hey Neha, I was travelling over the last few days so the last three days in terms of eating were a complete mess. Didn't get to exercise either. Binged as well. Had a difficult week in that respect. But now that I am back, I hope to get back on track!",mixed
"Hey Neha! I will try to go through the sessions daily. As regards your question, on a non-binge day, I have around 3 meals which comprise mainly of around 400 calories breakfast including egg, bread and jam or something similar. Then lunch with veggies and rice and sometimes protein. And mostly my dinner is yogurt with fruit and granola. However, i have been trying to up my intake after meeting with a nutritionist. I just did a session on exercising and I was wondering how much exercise in a day and a week is healthy?
Thanks Neha! =)",mixed
Hello Zoe. Sorry I had a very busy week.,negative
Its just that I have really been trying to control what I eat. and I do manage to. Its like I eat very healthy and workout quite a bit for a few days and then lose all control and binge eat for days. I feel that I am unable to control it. Not sure how to go about fixing this.,negative
"Hello Zoe, 
Its nice to hear from you. Thank you.",positive
It made me more self conscious which can be a bad and good thing. But yes I noticed some triggers,mixed
"It was a pretty big salad and I shouldn't have eaten all of it. Plus I forgot to tell them that I didn't want any dressing on it. I'm doing fine, I just don't feel confident about my body to be in an outfit so revealing. Today I'm spending with a friend and we're going to go on a hike, farm, and a lake.",mixed
Just very stressed,negative
"I definitely felt calmer after doing the breathing exercise especially since it was about 20 minutes after a work out and my body was still cooling down. I still don't really understand how the diaphragm breathing exercise works though or I guess ""how I breathe from my diaphragm"". I've been making more plans with friends to go on hikes! its fresh air, good company, and a good way to stay fit especially if I'm not in the mood to go to the gym.",positive
They've been good I would say. Very quick and easy and they make me think about how I'm eating,positive
Saturday I woke up pretty late and had an event to go to where I ate like 4 bags of chips and a Starbucks drink for lunch and after I slept for a while and woke up around 8. Instead of getting food I just went to a friends and hung out there and went back to sleep.,positive
"Sorry I have been unresponsive, I am going to try and be better this week. I usually preplan my meals after I grocery shop to save time and make healthy choices during the week. My biggest problem is finding things to switch up within my diet so I don't get bored and then eat out or buy junk food and binge on it.",mixed
